split,regime,policy,budget_pp,cal_coverage,cal_net_lcb_pp,test_steps_deleted,test_net_per_deletion_pp,test_harmed_share_obs,test_harmed_share_null_floor,test_harmed_share_excess,test_harmed_share_severe,test_severe_null_floor,test_severe_excess
13,balanced_cohort,random,1,0.997,5.31,288,4.95,0.132,0.115,0.017,0.097,0.038,0.059
13,balanced_cohort,random,3,0.997,5.31,288,4.95,0.132,0.115,0.017,0.097,0.038,0.059
13,balanced_cohort,random,5,0.997,5.31,288,4.95,0.132,0.115,0.017,0.097,0.038,0.059
13,balanced_cohort,rating_first,1,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,rating_first,3,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,rating_first,5,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,harmful_first,1,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,harmful_first,3,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,harmful_first,5,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,intersection_first,1,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,intersection_first,3,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,intersection_first,5,0.997,5.30,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.997,5.39,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.997,5.39,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.997,5.39,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:qwen25_math_prm_7b,1,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:qwen25_math_prm_7b,3,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,prm:qwen25_math_prm_7b,5,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,predictor_D,1,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,predictor_D,3,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,predictor_D,5,0.997,5.22,288,5.12,0.132,0.116,0.016,0.097,0.039,0.058
13,balanced_cohort,predictor_E,1,0.997,5.22,288,5.21,0.128,0.115,0.013,0.097,0.039,0.059
13,balanced_cohort,predictor_E,3,0.997,5.22,288,5.21,0.128,0.115,0.013,0.097,0.039,0.059
13,balanced_cohort,predictor_E,5,0.997,5.22,288,5.21,0.128,0.115,0.013,0.097,0.039,0.059
13,natural_prevalence,random,1,0.000,,0,,,,,,,
13,natural_prevalence,random,3,0.000,,0,,,,,,,
13,natural_prevalence,random,5,0.000,,0,,,,,,,
13,natural_prevalence,rating_first,1,0.675,-0.52,195,0.90,0.159,0.111,0.049,0.110,0.036,0.074
13,natural_prevalence,rating_first,3,0.675,-0.52,195,0.90,0.159,0.111,0.049,0.110,0.036,0.074
13,natural_prevalence,rating_first,5,0.965,-4.46,279,-0.29,0.161,0.120,0.041,0.123,0.038,0.085
13,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
13,natural_prevalence,harmful_first,3,0.225,-2.02,65,29.47,0.081,0.208,0.000,0.041,0.069,0.000
13,natural_prevalence,harmful_first,5,0.900,-4.57,260,-0.43,0.159,0.116,0.043,0.115,0.037,0.079
13,natural_prevalence,intersection_first,1,0.675,-0.52,195,0.90,0.159,0.111,0.049,0.110,0.036,0.074
13,natural_prevalence,intersection_first,3,0.675,-0.52,195,0.90,0.159,0.111,0.049,0.110,0.036,0.074
13,natural_prevalence,intersection_first,5,0.965,-4.46,279,-0.29,0.161,0.120,0.041,0.123,0.038,0.085
13,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.000,,0,,,,,,,
13,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.064,-1.37,19,15.82,0.019,0.156,0.000,0.019,0.048,0.000
13,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.064,-1.37,19,15.82,0.019,0.156,0.000,0.019,0.048,0.000
13,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.354,1.09,102,3.46,0.158,0.129,0.029,0.064,0.039,0.025
13,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.482,-2.79,139,-2.49,0.239,0.149,0.090,0.150,0.048,0.102
13,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.932,-4.94,269,-0.75,0.168,0.121,0.047,0.131,0.038,0.092
13,natural_prevalence,prm:qwen25_math_prm_7b,1,0.032,52.08,9,36.11,0.000,0.158,0.000,0.000,0.059,0.000
13,natural_prevalence,prm:qwen25_math_prm_7b,3,0.032,52.08,9,36.11,0.000,0.158,0.000,0.000,0.059,0.000
13,natural_prevalence,prm:qwen25_math_prm_7b,5,0.032,52.08,9,36.11,0.000,0.158,0.000,0.000,0.059,0.000
13,natural_prevalence,predictor_D,1,0.096,5.52,28,14.29,0.071,0.102,0.000,0.071,0.038,0.033
13,natural_prevalence,predictor_D,3,0.257,-1.55,74,16.55,0.068,0.122,0.000,0.054,0.044,0.010
13,natural_prevalence,predictor_D,5,0.257,-1.55,74,16.55,0.068,0.122,0.000,0.054,0.044,0.010
13,natural_prevalence,predictor_E,1,0.772,-0.89,223,3.35,0.138,0.120,0.018,0.097,0.038,0.059
13,natural_prevalence,predictor_E,3,0.804,-1.45,232,3.21,0.137,0.119,0.018,0.096,0.037,0.059
13,natural_prevalence,predictor_E,5,0.868,-3.65,251,2.86,0.124,0.108,0.017,0.088,0.034,0.054
14,balanced_cohort,random,1,0.994,4.78,286,5.86,0.147,0.125,0.022,0.101,0.042,0.060
14,balanced_cohort,random,3,0.994,4.78,286,5.86,0.147,0.125,0.022,0.101,0.042,0.060
14,balanced_cohort,random,5,0.994,4.78,286,5.86,0.147,0.125,0.022,0.101,0.042,0.060
14,balanced_cohort,rating_first,1,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,rating_first,3,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,rating_first,5,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,harmful_first,1,0.994,4.53,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,harmful_first,3,0.994,4.53,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,harmful_first,5,0.994,4.53,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,intersection_first,1,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,intersection_first,3,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,intersection_first,5,0.994,4.53,286,6.21,0.143,0.125,0.018,0.098,0.042,0.056
14,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.994,4.45,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.994,4.45,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.994,4.45,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,prm:qwen25_math_prm_7b,1,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,prm:qwen25_math_prm_7b,3,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,prm:qwen25_math_prm_7b,5,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,predictor_D,1,0.994,4.15,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,predictor_D,3,0.994,4.15,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,predictor_D,5,0.994,4.15,286,6.12,0.147,0.126,0.021,0.098,0.042,0.056
14,balanced_cohort,predictor_E,1,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,predictor_E,3,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,balanced_cohort,predictor_E,5,0.994,4.45,286,5.94,0.150,0.127,0.023,0.101,0.042,0.059
14,natural_prevalence,random,1,0.000,,0,,,,,,,
14,natural_prevalence,random,3,0.064,-1.40,18,-21.78,0.232,0.095,0.137,0.232,0.036,0.196
14,natural_prevalence,random,5,0.064,-1.40,18,-21.78,0.232,0.095,0.137,0.232,0.036,0.196
14,natural_prevalence,rating_first,1,0.481,0.07,138,1.70,0.217,0.140,0.077,0.179,0.048,0.131
14,natural_prevalence,rating_first,3,0.641,-1.37,185,-0.53,0.186,0.125,0.061,0.146,0.043,0.103
14,natural_prevalence,rating_first,5,0.737,-4.69,212,-0.08,0.148,0.107,0.041,0.105,0.033,0.072
14,natural_prevalence,harmful_first,1,0.000,,0,,,,,,,
14,natural_prevalence,harmful_first,3,0.192,-2.44,55,33.61,0.083,0.227,0.000,0.061,0.078,0.000
14,natural_prevalence,harmful_first,5,0.224,-3.30,65,25.93,0.064,0.175,0.000,0.047,0.060,0.000
14,natural_prevalence,intersection_first,1,0.481,0.07,138,1.70,0.217,0.140,0.077,0.179,0.048,0.131
14,natural_prevalence,intersection_first,3,0.641,-1.37,185,-0.53,0.186,0.125,0.061,0.146,0.043,0.103
14,natural_prevalence,intersection_first,5,0.737,-4.69,212,-0.08,0.148,0.107,0.041,0.105,0.033,0.072
14,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.000,,0,,,,,,,
14,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.064,-2.70,18,33.44,0.065,0.312,0.000,0.065,0.124,0.000
14,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.064,-2.70,18,33.44,0.065,0.312,0.000,0.065,0.124,0.000
14,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.481,-0.76,138,-3.78,0.250,0.154,0.096,0.172,0.052,0.119
14,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.481,-0.76,138,-3.78,0.250,0.154,0.096,0.172,0.052,0.119
14,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.513,-3.58,148,-0.48,0.221,0.152,0.069,0.151,0.051,0.100
14,natural_prevalence,prm:qwen25_math_prm_7b,1,0.224,-0.81,65,4.17,0.238,0.161,0.077,0.018,0.056,0.000
14,natural_prevalence,prm:qwen25_math_prm_7b,3,0.224,-0.81,65,4.17,0.238,0.161,0.077,0.018,0.056,0.000
14,natural_prevalence,prm:qwen25_math_prm_7b,5,0.865,-4.96,249,-0.23,0.189,0.134,0.056,0.120,0.042,0.078
14,natural_prevalence,predictor_D,1,0.000,,0,,,,,,,
14,natural_prevalence,predictor_D,3,0.000,,0,,,,,,,
14,natural_prevalence,predictor_D,5,0.000,,0,,,,,,,
14,natural_prevalence,predictor_E,1,0.417,11.81,120,21.61,0.035,0.132,0.000,0.003,0.044,0.000
14,natural_prevalence,predictor_E,3,0.449,-1.29,129,21.56,0.040,0.146,0.000,0.007,0.048,0.000
14,natural_prevalence,predictor_E,5,0.513,-3.22,148,13.98,0.127,0.164,0.000,0.055,0.052,0.003
15,balanced_cohort,random,1,0.993,3.80,306,6.45,0.131,0.117,0.014,0.085,0.039,0.046
15,balanced_cohort,random,3,0.993,3.80,306,6.45,0.131,0.117,0.014,0.085,0.039,0.046
15,balanced_cohort,random,5,0.993,3.80,306,6.45,0.131,0.117,0.014,0.085,0.039,0.046
15,balanced_cohort,rating_first,1,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,rating_first,3,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,rating_first,5,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,harmful_first,1,0.993,3.96,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,harmful_first,3,0.993,3.96,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,harmful_first,5,0.993,3.96,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,intersection_first,1,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,intersection_first,3,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,intersection_first,5,0.993,4.15,306,6.21,0.134,0.118,0.016,0.088,0.039,0.049
15,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.993,3.96,306,6.29,0.134,0.118,0.016,0.085,0.039,0.046
15,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.993,3.96,306,6.29,0.134,0.118,0.016,0.085,0.039,0.046
15,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.993,3.96,306,6.29,0.134,0.118,0.016,0.085,0.039,0.046
15,balanced_cohort,prm:qwen25_math_prm_7b,1,0.993,3.76,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,prm:qwen25_math_prm_7b,3,0.993,3.76,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,prm:qwen25_math_prm_7b,5,0.993,3.76,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,predictor_D,1,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,predictor_D,3,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,predictor_D,5,0.993,3.96,306,6.13,0.137,0.119,0.018,0.088,0.039,0.049
15,balanced_cohort,predictor_E,1,0.993,3.95,306,6.45,0.134,0.118,0.016,0.085,0.039,0.046
15,balanced_cohort,predictor_E,3,0.993,3.95,306,6.45,0.134,0.118,0.016,0.085,0.039,0.046
15,balanced_cohort,predictor_E,5,0.993,3.95,306,6.45,0.134,0.118,0.016,0.085,0.039,0.046
15,natural_prevalence,random,1,0.000,,0,,,,,,,
15,natural_prevalence,random,3,0.000,,0,,,,,,,
15,natural_prevalence,random,5,0.000,,0,,,,,,,
15,natural_prevalence,rating_first,1,0.342,15.58,105,0.12,0.232,0.144,0.088,0.221,0.046,0.175
15,natural_prevalence,rating_first,3,0.445,-2.30,137,6.65,0.149,0.139,0.011,0.147,0.047,0.100
15,natural_prevalence,rating_first,5,0.651,-3.09,200,-0.23,0.174,0.121,0.053,0.125,0.040,0.085
15,natural_prevalence,harmful_first,1,0.308,1.63,95,1.37,0.240,0.199,0.042,0.231,0.064,0.167
15,natural_prevalence,harmful_first,3,0.308,1.63,95,1.37,0.240,0.199,0.042,0.231,0.064,0.167
15,natural_prevalence,harmful_first,5,0.925,-4.84,285,-0.82,0.155,0.105,0.050,0.108,0.033,0.075
15,natural_prevalence,intersection_first,1,0.342,15.86,105,0.12,0.232,0.144,0.088,0.221,0.046,0.175
15,natural_prevalence,intersection_first,3,0.445,-2.30,137,6.65,0.149,0.139,0.011,0.147,0.047,0.100
15,natural_prevalence,intersection_first,5,0.651,-3.09,200,-0.23,0.174,0.121,0.053,0.125,0.040,0.085
15,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.000,,0,,,,,,,
15,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.034,-2.58,11,33.95,0.064,0.315,0.000,0.064,0.125,0.000
15,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.685,-4.21,211,3.18,0.129,0.100,0.029,0.080,0.033,0.048
15,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.274,2.19,84,16.36,0.042,0.116,0.000,0.030,0.043,0.000
15,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.308,-1.44,95,13.03,0.089,0.126,0.000,0.023,0.044,0.000
15,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.308,-1.44,95,13.03,0.089,0.126,0.000,0.023,0.044,0.000
15,natural_prevalence,prm:qwen25_math_prm_7b,1,0.171,-0.22,53,-18.88,0.849,0.315,0.534,0.003,0.119,0.000
15,natural_prevalence,prm:qwen25_math_prm_7b,3,0.171,-0.22,53,-18.88,0.849,0.315,0.534,0.003,0.119,0.000
15,natural_prevalence,prm:qwen25_math_prm_7b,5,0.171,-0.22,53,-18.88,0.849,0.315,0.534,0.003,0.119,0.000
15,natural_prevalence,predictor_D,1,0.137,9.01,42,20.83,0.119,0.171,0.000,0.071,0.061,0.011
15,natural_prevalence,predictor_D,3,0.137,9.01,42,20.83,0.119,0.171,0.000,0.071,0.061,0.011
15,natural_prevalence,predictor_D,5,0.137,9.01,42,20.83,0.119,0.171,0.000,0.071,0.061,0.011
15,natural_prevalence,predictor_E,1,0.822,-0.89,253,3.61,0.137,0.112,0.025,0.077,0.033,0.043
15,natural_prevalence,predictor_E,3,0.822,-0.89,253,3.61,0.137,0.112,0.025,0.077,0.033,0.043
15,natural_prevalence,predictor_E,5,0.890,-4.95,274,1.76,0.130,0.099,0.030,0.078,0.030,0.048
16,balanced_cohort,random,1,0.987,5.06,292,6.08,0.158,0.126,0.032,0.106,0.042,0.065
16,balanced_cohort,random,3,0.987,5.06,292,6.08,0.158,0.126,0.032,0.106,0.042,0.065
16,balanced_cohort,random,5,0.987,5.06,292,6.08,0.158,0.126,0.032,0.106,0.042,0.065
16,balanced_cohort,rating_first,1,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,rating_first,3,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,rating_first,5,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,harmful_first,1,0.987,5.05,292,5.99,0.161,0.127,0.034,0.106,0.042,0.064
16,balanced_cohort,harmful_first,3,0.987,5.05,292,5.99,0.161,0.127,0.034,0.106,0.042,0.064
16,balanced_cohort,harmful_first,5,0.987,5.05,292,5.99,0.161,0.127,0.034,0.106,0.042,0.064
16,balanced_cohort,intersection_first,1,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,intersection_first,3,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,intersection_first,5,0.987,5.06,292,6.16,0.158,0.127,0.031,0.106,0.042,0.064
16,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.987,5.05,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.987,5.05,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.987,5.05,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.987,4.87,292,5.65,0.164,0.128,0.037,0.106,0.042,0.064
16,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.987,4.87,292,5.65,0.164,0.128,0.037,0.106,0.042,0.064
16,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.987,4.87,292,5.65,0.164,0.128,0.037,0.106,0.042,0.064
16,balanced_cohort,prm:qwen25_math_prm_7b,1,0.987,4.87,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,prm:qwen25_math_prm_7b,3,0.987,4.87,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,prm:qwen25_math_prm_7b,5,0.987,4.87,292,5.82,0.168,0.130,0.038,0.110,0.043,0.067
16,balanced_cohort,predictor_D,1,0.987,5.05,292,5.74,0.168,0.129,0.039,0.110,0.043,0.067
16,balanced_cohort,predictor_D,3,0.987,5.05,292,5.74,0.168,0.129,0.039,0.110,0.043,0.067
16,balanced_cohort,predictor_D,5,0.987,5.05,292,5.74,0.168,0.129,0.039,0.110,0.043,0.067
16,balanced_cohort,predictor_E,1,0.987,5.38,292,5.91,0.164,0.129,0.035,0.110,0.043,0.067
16,balanced_cohort,predictor_E,3,0.987,5.38,292,5.91,0.164,0.129,0.035,0.110,0.043,0.067
16,balanced_cohort,predictor_E,5,0.987,5.38,292,5.91,0.164,0.129,0.035,0.110,0.043,0.067
16,natural_prevalence,random,1,0.000,,0,,,,,,,
16,natural_prevalence,random,3,0.000,,0,,,,,,,
16,natural_prevalence,random,5,0.987,-4.70,292,-1.63,0.201,0.122,0.078,0.132,0.037,0.095
16,natural_prevalence,rating_first,1,0.724,0.25,214,-2.13,0.184,0.120,0.064,0.129,0.033,0.095
16,natural_prevalence,rating_first,3,0.724,0.25,214,-2.13,0.184,0.120,0.064,0.129,0.033,0.095
16,natural_prevalence,rating_first,5,0.987,-4.83,292,-0.77,0.181,0.118,0.063,0.128,0.036,0.092
16,natural_prevalence,harmful_first,1,0.197,0.53,58,13.76,0.035,0.102,0.000,0.017,0.032,0.000
16,natural_prevalence,harmful_first,3,0.197,0.53,58,13.76,0.035,0.102,0.000,0.017,0.032,0.000
16,natural_prevalence,harmful_first,5,0.987,-4.71,292,-1.02,0.189,0.120,0.068,0.127,0.037,0.090
16,natural_prevalence,intersection_first,1,0.724,0.25,214,-2.13,0.184,0.120,0.064,0.129,0.033,0.095
16,natural_prevalence,intersection_first,3,0.724,0.25,214,-2.13,0.184,0.120,0.064,0.129,0.033,0.095
16,natural_prevalence,intersection_first,5,0.987,-4.83,292,-0.77,0.181,0.118,0.063,0.128,0.036,0.092
16,natural_prevalence,prm:llama31_8b_prm_deepseek,1,0.625,-0.78,185,3.70,0.132,0.088,0.044,0.064,0.030,0.035
16,natural_prevalence,prm:llama31_8b_prm_deepseek,3,0.691,-1.89,204,1.29,0.196,0.106,0.090,0.105,0.034,0.071
16,natural_prevalence,prm:llama31_8b_prm_deepseek,5,0.987,-4.79,292,-1.70,0.206,0.125,0.081,0.136,0.038,0.098
16,natural_prevalence,prm:math_shepherd_mistral_7b,1,0.493,-0.75,146,-0.81,0.207,0.117,0.090,0.155,0.040,0.115
16,natural_prevalence,prm:math_shepherd_mistral_7b,3,0.493,-0.75,146,-0.81,0.207,0.117,0.090,0.155,0.040,0.115
16,natural_prevalence,prm:math_shepherd_mistral_7b,5,0.954,-4.82,282,-1.75,0.205,0.124,0.081,0.133,0.038,0.095
16,natural_prevalence,prm:qwen25_math_prm_7b,1,0.197,-0.53,58,-6.85,0.317,0.118,0.199,0.001,0.044,0.000
16,natural_prevalence,prm:qwen25_math_prm_7b,3,0.197,-0.53,58,-6.85,0.317,0.118,0.199,0.001,0.044,0.000
16,natural_prevalence,prm:qwen25_math_prm_7b,5,0.197,-0.53,58,-6.85,0.317,0.118,0.199,0.001,0.044,0.000
16,natural_prevalence,predictor_D,1,0.329,2.71,97,-3.14,0.185,0.109,0.076,0.169,0.040,0.129
16,natural_prevalence,predictor_D,3,0.329,2.71,97,-3.14,0.185,0.109,0.076,0.169,0.040,0.129
16,natural_prevalence,predictor_D,5,0.987,-4.79,292,-1.97,0.209,0.125,0.085,0.138,0.038,0.100
16,natural_prevalence,predictor_E,1,0.691,0.31,204,5.53,0.208,0.164,0.044,0.124,0.048,0.075
16,natural_prevalence,predictor_E,3,0.921,-2.22,273,-0.34,0.192,0.127,0.065,0.126,0.039,0.087
16,natural_prevalence,predictor_E,5,0.987,-3.62,292,-1.46,0.196,0.122,0.074,0.135,0.037,0.098
17,balanced_cohort,random,1,0.989,5.32,333,5.48,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,random,3,0.989,5.32,333,5.48,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,random,5,0.989,5.32,333,5.48,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,rating_first,1,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,rating_first,3,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,rating_first,5,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,harmful_first,1,0.989,5.33,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,harmful_first,3,0.989,5.33,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,harmful_first,5,0.989,5.33,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,intersection_first,1,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,intersection_first,3,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,intersection_first,5,0.989,5.33,333,5.48,0.135,0.120,0.015,0.102,0.041,0.061
17,balanced_cohort,prm:llama31_8b_prm_deepseek,1,0.989,5.23,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,prm:llama31_8b_prm_deepseek,3,0.989,5.23,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,prm:llama31_8b_prm_deepseek,5,0.989,5.23,333,5.41,0.138,0.121,0.017,0.102,0.041,0.061
17,balanced_cohort,prm:math_shepherd_mistral_7b,1,0.989,5.23,333,5.26,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,prm:math_shepherd_mistral_7b,3,0.989,5.23,333,5.26,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,prm:math_shepherd_mistral_7b,5,0.989,5.23,333,5.26,0.135,0.119,0.016,0.099,0.040,0.059
17,balanced_cohort,prm:qwen25_math_prm_7b,1,0.989,5.22,333,5.18,0.138,0.120,0.018,0.102,0.041,0.061
17,balanced_cohort,prm:qwen25_math_prm_7b,3,0.989,5.22,333,5.18,0.138,0.120,0.018,0.102,0.041,0.061
17,balanced_cohort,prm:qwen25_math_prm_7b,5,0.989,5.22,333,5.18,0.138,0.120,0.018,0.102,0.041,0.061
17,balanced_cohort,predictor_D,1,0.989,5.34,333,5.26,0.138,0.120,0.018,0.102,0.041,0.061
17,balanced_cohort,predictor_D,3,0.989,5.34,333,5.26,0.138,0.120,0.018,0.102,0.041,0.061
